Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount
2017-06-29,2017-07-12,13,166,2017/3768,76979.34,76979.34
2016-04-28,2016-07-12,75,166,2016/3047,26613.89,26613.89
2017-07-31,2017-08-28,28,166,2017/3845,12736.3,12736.3
2017-08-30,2017-09-19,20,166,2017/3905,12736.3,12736.3
2022-02-14,2022-03-04,18,167,2022-5794,114870.65,100511.82
2022-02-14,2022-05-23,98,167,2022-5794,114870.65,14358.83
2022-03-07,2022-05-23,77,167,2022-5832,147293.0,147293.0
2022-12-31,2024-01-26,391,167,2022-6227,84976.2,84976.2
2023-11-10,2023-11-20,10,168,2023-6625,9025.76,9025.76
2018-05-31,2018-08-07,68,169,2018/4289,298963.49,166041.01
2018-05-31,2018-10-25,147,169,2018/4289,298963.49,132922.49
2018-07-29,2018-09-23,56,169,2018/4359,148737.4,148514.65
2018-07-29,2018-09-23,56,169,2018/4359,148737.4,222.75
2018-07-29,2018-10-25,88,169,2018/4360,148737.4,148737.4
2018-08-20,2019-01-20,153,169,2018/4392,148737.4,148514.65
2018-08-20,2019-01-20,153,169,2018/4392,148737.4,222.75
2018-08-20,2018-10-25,66,169,2018/4393,148737.4,148737.4
2018-12-31,2019-04-17,107,169,2018/4572,105343.26,175.51
2018-12-31,2019-04-17,107,169,2018/4572,105343.26,105167.75
2018-03-18,2018-03-28,10,169,2018/4190,123697.65,123697.65
2018-03-18,2018-03-28,10,169,2018/4190,123697.65,123697.65
2018-05-31,2018-07-08,38,169,2018/4288,109838.99,82379.24
2018-05-31,2018-07-12,42,169,2018/4288,109838.99,27459.75
2019-05-30,2019-07-07,38,169,2019-4751,108048.64,69.63
2019-05-30,2019-07-07,38,169,2019-4751,108048.64,94619.16
2019-05-30,2022-04-21,1057,169,2019-4751,108048.64,13359.85
2019-05-30,2019-07-07,38,169,2019-4751,108048.64,69.63
2019-05-30,2019-07-07,38,169,2019-4751,108048.64,94619.16
2018-11-21,2018-11-28,7,169,2018/4497,78879.27,127.82
2018-11-21,2018-11-28,7,169,2018/4497,78879.27,78751.45
2018-04-30,2018-05-20,20,169,2018/4254,83514.83,83514.83
2018-04-30,2018-05-20,20,169,2018/4254,83514.83,83514.83
2018-05-31,2018-07-12,42,169,2018/4288,83514.83,83514.83
2019-05-30,2022-04-21,1057,169,2019-4751,69404.05,69404.05
2019-06-30,2019-07-31,31,169,2019-4801,41480.14,41480.14
2018-07-15,2018-07-15,0,169,2018/4351,30598.44,30560.2
2018-07-15,2018-07-15,0,169,2018/4351,30598.44,38.24
2018-12-31,2019-04-17,107,169,2018/4572,10845.55,10845.55
2015-06-30,2015-12-23,176,170,2015/2486,160246.64,160246.64
2015-11-30,2016-01-10,41,170,2015/2770,131056.5,131056.5
2016-06-19,2018-07-31,772,170,2016/3120,87301.38,87301.38
2015-11-10,2015-11-10,0,170,2015/2717,71174.07,17793.52
2015-11-10,2015-11-10,0,170,2015/2717,71174.07,11862.34
2015-11-10,2015-11-15,5,170,2015/2717,71174.07,41518.21
2015-11-30,2016-01-19,50,170,2015/2771,71174.07,71174.07
2015-05-19,2016-02-29,286,170,2015/2385,79631.77,39816.32
2015-05-19,2016-03-20,306,170,2015/2385,79631.77,39815.44
2014-11-30,2015-04-09,130,170,2014/2226,25415.0,25415.0
2014-12-14,2015-04-09,116,170,2014/2238,25415.0,25415.0
2015-04-30,2015-05-28,28,170,2015/2371,32644.86,32644.86
2015-11-10,2015-11-15,5,170,2015/2718,20970.32,20970.32
2014-11-20,2015-04-09,140,170,2014/2210,23362.09,23362.09
2015-06-22,2016-02-29,252,170,2015/2441,29383.08,14691.54
2015-06-22,2016-03-20,272,170,2015/2441,29383.08,14691.54
2015-04-30,2017-09-17,871,171,2015/1095,88423.03,61896.12
2015-04-30,2017-09-17,871,171,2015/1095,88423.03,18421.46
2015-04-30,2017-09-17,871,171,2015/1095,88423.03,8105.44
2014-11-30,2017-09-17,1022,171,2014/1017,56922.38,56922.38
2022-06-29,2022-07-05,6,171,2022-5933,52452.44,52452.44
2015-02-17,2015-02-24,7,173,2015/2303,471480.04,471480.04
2015-03-31,2015-05-14,44,173,2015/2345,103789.05,103789.05
2013-06-30,2015-01-22,571,173,2013/1807,96629.98,4162.34
2015-02-18,2015-04-21,62,173,2015/2304,93514.4,93514.4
2015-01-18,2015-03-10,51,173,2015/2267,71619.4,71619.4
2015-03-16,2015-05-14,59,173,2015/2325,32276.48,32276.48
2015-03-26,2015-04-08,13,173,E15/670,32276.48,32276.48
2015-02-28,2015-03-10,10,173,E15/666,20225.4,20225.4
2015-01-29,2015-03-19,49,173,2015/2274,21545.0,21545.0
2015-02-26,2015-04-27,60,173,2015/2315,21545.0,21545.0
2015-03-23,2015-05-11,49,173,2015/2329,21545.0,0.22
2015-03-23,2015-05-11,49,173,2015/2329,21545.0,21544.78
2015-03-16,2015-05-14,59,173,E15/667,7800.1,7800.1
2015-01-29,2015-03-19,49,173,2015/2273,5967.15,5967.15
2015-02-26,2015-05-03,66,173,2015/2314,5967.15,5967.15
2015-03-23,2015-05-14,52,173,2015/2328,5967.15,5967.15
2015-03-23,2015-03-23,0,174,2015/1069,47912.21,45.0
2015-03-23,2015-03-23,0,174,2015/1069,47912.21,47867.21
2024-03-22,2024-05-14,53,175,2024-6788,281759.93,118635.76
2016-07-21,2016-08-16,26,176,2016/3168,288219.75,144109.87
2016-07-21,2016-09-22,63,176,2016/3168,288219.75,144109.87
2017-03-31,2017-05-18,48,176,2017/3624,239292.17,29650.51
2017-03-31,2018-11-11,590,176,2017/3624,239292.17,26059.04
2017-03-31,2019-01-27,667,176,2017/3624,239292.17,153347.45
2017-03-31,2019-03-17,716,176,2017/3624,239292.17,30235.17
2017-02-07,2017-05-18,100,176,2017/3512,248315.31,32084.42
2017-02-07,2017-09-27,232,176,2017/3512,248315.31,45189.32
2017-02-07,2017-11-02,268,176,2017/3512,248315.31,92638.11
2017-02-07,2018-01-16,343,176,2017/3512,248315.31,78403.47
2016-11-24,2017-01-30,67,176,2016/3376,138558.5,3299.43
2016-11-24,2017-01-30,67,176,2016/3376,138558.5,135259.07
2016-11-29,2017-01-30,62,176,2016/3397,52096.27,52096.27
2017-02-07,2018-01-16,343,176,2017/3512,52096.27,52096.27
2017-03-31,2018-01-16,291,176,2017/3624,41822.68,15546.65
2017-03-31,2018-11-11,590,176,2017/3624,41822.68,26276.03
2017-01-31,2017-02-27,27,177,2017/3496,305351.94,305351.94
2018-03-28,2018-04-18,21,177,2018/4204,252792.44,252792.44
2018-03-28,2018-04-18,21,177,2018/4204,252792.44,252792.44
2017-09-30,2017-11-27,58,177,2017/3917,135298.23,124.71
2017-09-30,2017-11-27,58,177,2017/3917,135298.23,135173.52
2017-04-30,2017-08-09,101,177,2017/3658,223314.08,223314.08
2017-02-09,2017-08-09,181,177,2017/3517,106729.49,106729.49
2017-01-31,2017-02-27,27,177,2017/3496,165496.94,165496.94
2017-06-29,2017-08-09,41,177,2017/3757,76785.86,76785.86
2017-09-30,2017-11-27,58,177,2017/3917,76785.86,76785.86
2019-04-16,2019-05-29,43,177,2019-4707,50564.44,50564.44
2017-11-29,2018-02-11,74,177,2017/4034,37896.86,37896.86
2018-04-30,2018-05-16,16,177,2018/4258,37896.86,37896.86
2019-02-28,2019-04-15,46,177,2019-4645,51282.74,51282.74
2019-02-28,2019-04-15,46,177,2019-4645,51282.74,51282.74
2019-03-31,2019-04-15,15,177,2019-4690,11847.49,11847.49
2019-03-31,2019-04-15,15,177,2019-4690,11847.49,11847.49
2019-07-31,2019-08-25,25,177,2019-4835,11847.49,11847.49
2019-12-31,2020-01-19,19,177,2019-5020,11847.49,11847.49
2019-12-31,2020-01-19,19,177,2019-5020,7586.51,7586.51
2019-12-31,2020-01-19,19,177,2019-5020,7586.51,7586.51
2023-03-31,2023-09-11,164,178,2023-6365,114870.65,114870.65
2024-01-31,2024-02-22,22,178,2024-6734,79807.89,79807.89
2023-05-31,2023-09-11,103,178,2023-6423,82382.52,82382.52
2022-07-31,2022-10-11,72,178,2022-5986,61548.11,61548.11
2023-06-30,2023-09-11,73,178,2023-6457,56922.38,56922.38
2022-04-30,2022-07-29,90,178,2022-5893,19471.44,19471.44
2023-12-18,2024-02-22,66,178,2023-6666,13089.67,13089.67
2022-09-30,2022-11-23,54,178,2022-6093,30516.82,30516.82
2023-07-31,2023-09-25,56,178,2023-6508,14990.88,14990.88
2023-08-31,2023-12-13,104,178,2023-6534,14990.88,14990.88
2023-09-30,2023-12-13,74,178,2023-6574,14990.88,14990.88
2022-08-31,2022-11-09,70,178,2022-6044,14992.25,14992.25
2022-04-30,2022-07-29,90,178,2022-5893,7845.64,7845.64
2023-12-31,2024-02-19,50,178,2023-6700,5497.8,5497.8
2014-12-31,2015-01-29,29,179,JV141242,76979.34,76979.34
2023-03-31,2023-12-29,273,180,2023-6358,25512.0,25512.0
2023-04-28,2023-12-29,245,180,2023-6392,25512.0,25512.0
2019-01-13,2019-01-15,2,181,2019-4585,79228.94,79228.94
2019-01-13,2019-01-15,2,181,2019-4585,31578.29,31578.29
2023-03-22,2023-03-24,2,182,2023-6334,25512.0,25512.0
2015-12-31,2016-04-21,112,183,2015/2825,185720.1,185720.1
2015-10-31,2015-12-15,45,183,2015/2714,207059.21,207059.21
2015-11-30,2016-02-09,71,183,2015/2783,283114.57,283114.57
2015-05-31,2015-10-11,133,183,2015/2416,302623.98,302623.98
2015-03-22,2015-09-17,179,183,2015/2327,113625.67,113625.67
2015-03-15,2015-05-18,64,183,2015/2324,117328.59,117328.59
2015-02-03,2015-03-08,33,183,2015/2290,124172.73,124172.73
2015-02-17,2015-03-29,40,183,2015/2299,96980.51,96980.51
2017-10-23,2018-11-25,398,183,2017/3955,69302.74,69302.74
2015-02-03,2015-03-08,33,183,2015/2290,66863.49,66863.49
2016-02-16,2016-08-16,182,183,2016/2902,30598.44,30598.44
2016-01-31,2016-03-29,58,183,2016/2870,54657.23,54657.23
2017-04-30,2017-07-26,87,183,2017/3664,54657.23,54657.23
2017-07-31,2018-01-21,174,183,2017/3824,52770.93,52770.93
2017-06-28,2018-01-21,207,183,2017/3747,41546.2,41546.2
2017-05-25,2017-07-26,62,183,2017/3698,29743.51,29743.51
2017-01-31,2017-05-18,107,183,2017/3510,16577.92,16577.92
2017-05-18,2017-07-09,52,183,2017/3688,11634.04,11634.04
2017-01-31,2017-05-18,107,183,2017/3510,14832.19,14832.19
2017-01-31,2017-05-18,107,183,2017/3510,16605.94,16605.94
2016-08-30,2017-09-26,392,184,2016/3231,431227.85,58.39
2016-08-30,2017-04-11,224,184,2016/3231,431227.85,116.79
2016-08-30,2017-04-11,224,184,2016/3231,431227.85,279507.52
2016-08-30,2017-09-26,392,184,2016/3231,431227.85,151545.15
2016-10-31,2017-02-23,115,184,2016/3343,310455.3,245555.89
2016-10-31,2017-04-11,162,184,2016/3343,310455.3,64899.41
2016-08-30,2017-09-26,392,184,2016/3231,369050.9,181861.74
2016-08-30,2017-12-28,485,184,2016/3231,369050.9,187189.17
2016-08-30,2017-12-28,485,184,2016/3231,305232.53,305232.53
2015-12-31,2016-02-07,38,184,2015/2819,174086.27,174086.27
2015-12-31,2016-02-07,38,184,2015/2819,244180.56,244180.56
2016-07-31,2016-09-20,51,184,2016/3201,244180.56,244180.56
2016-06-30,2016-09-20,82,184,2016/3147,134803.09,126.26
2016-06-30,2016-09-20,82,184,2016/3147,134803.09,134676.83
2015-08-17,2015-09-10,24,184,2015/2554,258844.14,258844.14
2015-12-31,2016-02-07,38,184,2015/2819,117899.74,117899.74
2016-01-31,2016-07-12,163,184,2016/2864,117899.74,81.85
2016-01-31,2016-07-12,163,184,2016/2864,117899.74,32.48
2016-01-31,2016-07-12,163,184,2016/2864,117899.74,117785.41
2015-11-30,2016-02-07,69,184,2015/2768,143768.68,143768.68
2016-10-31,2017-04-11,162,184,2016/3343,129434.47,129434.47
2015-10-31,2015-11-10,10,184,2015/2680,146467.32,170.44
2015-10-31,2015-11-10,10,184,2015/2680,146467.32,146296.88
2015-08-17,2015-09-10,24,184,2015/2554,101131.51,101131.51
2015-11-30,2016-02-07,69,184,2015/2768,123484.99,123484.99
2015-08-17,2015-09-10,24,184,2015/2554,72635.1,39.06
2015-08-17,2015-09-10,24,184,2015/2554,72635.1,39.07
2015-08-17,2015-09-10,24,184,2015/2554,72635.1,39.06
2015-08-17,2015-09-10,24,184,2015/2554,72635.1,72517.9
2016-11-09,2017-02-23,106,184,2016/3357,72274.57,72274.57
2015-12-31,2016-02-07,38,184,2015/2819,68992.39,68992.39
2016-10-31,2017-02-23,115,184,2016/3343,109838.99,109838.99
2016-06-07,2016-07-12,35,184,2016/3110,121750.42,121750.42
2016-10-31,2017-02-23,115,184,2016/3343,45571.51,45571.51
2016-08-31,2016-09-20,20,184,2016/3255,31597.65,31597.65
2015-08-17,2015-09-10,24,184,2015/2554,25512.0,25512.0
2015-04-06,2015-11-30,238,185,2015/2350,166166.95,166166.95
2015-11-22,2015-12-09,17,185,2015/2727,166166.95,166166.95
2015-01-29,2015-03-26,56,185,2015/2286,317252.5,317252.5
2015-07-26,2015-11-30,127,185,2015/2517,226840.32,226840.32
2016-03-31,2016-07-13,104,185,2016/3001,228247.54,228247.54
2023-05-31,2024-01-18,232,185,2023-6428,86905.52,86905.52
2015-08-31,2015-11-30,91,185,2015/2582,179710.91,179710.91
2016-01-31,2016-03-22,51,185,2016/2871v1,179710.91,179710.91
2015-06-16,2015-11-30,167,185,2015/2439,88423.03,88423.03
2015-11-22,2015-12-09,17,185,2015/2727,88423.03,88423.03
2022-08-23,2022-09-19,27,185,2022-6009,101179.73,101179.73
2022-11-30,2023-06-21,203,185,2022-6177,59752.63,59752.63
2016-03-16,2016-03-16,0,185,2016/2958,120900.46,36137.28
2016-03-16,2016-03-16,0,185,2016/2958,120900.46,2145.65
2016-03-16,2016-03-16,0,185,2016/2958,120900.46,837.0
2016-03-16,2016-07-13,119,185,2016/2958,120900.46,81780.53
2015-11-22,2015-12-09,17,185,2015/2727,42616.6,42616.6
2016-01-31,2016-01-31,0,185,2016/2871,42616.6,7160.47
2016-01-31,2016-03-22,51,185,2016/2871,42616.6,35456.13
2015-08-31,2015-11-30,91,185,2015/2582,78538.81,78538.81
2016-01-31,2016-03-22,51,185,2016/2871v1,78538.81,78538.81
2023-08-31,2024-01-18,140,185,2023-6536,89578.95,89578.95
2022-10-31,2022-11-18,18,185,2022-6139,61734.17,61734.17
2015-07-13,2015-09-14,63,185,2015/2498,26613.89,26613.89
2015-08-31,2015-11-30,91,185,2015/2582,25598.8,25598.8
2016-04-25,2016-07-13,79,185,2016/3024,20097.36,20097.36
2016-09-30,2016-10-20,20,185,2016/3299,20097.36,20097.36
2017-01-31,2017-05-17,106,185,2017/3519,15015.46,15015.46
2016-02-29,2016-02-29,0,185,2016/2926,18132.19,18132.19
2016-09-30,2016-10-20,20,185,2016/3299,16473.16,16473.16
2016-10-30,2017-03-21,142,185,2016/3332,16473.16,16473.16
2016-11-30,2017-03-21,111,185,2016/3415,16473.16,16473.16
2016-12-29,2017-07-31,214,185,2016/3452,16473.16,16473.16
2016-12-29,2017-07-31,214,185,2016/3452,16473.16,16473.16
2016-04-14,2016-07-13,90,185,2016/3017,15195.34,15195.34
2016-09-30,2016-10-20,20,185,2016/3299,15195.34,15195.34
2022-10-03,2022-10-03,0,186,2022-6101,2250468.6,2250468.6
2022-10-31,2023-01-16,77,186,2022-6121,2027396.64,4487.6
2022-10-31,2023-01-16,77,186,2022-6121,2027396.64,613698.17
2022-10-31,2023-02-06,98,186,2022-6121,2027396.64,373902.01
2022-10-31,2023-02-06,98,186,2022-6121,2027396.64,51426.02
2022-10-31,2023-02-06,98,186,2022-6121,2027396.64,765590.44
2023-03-14,2023-05-30,77,186,2023-6328,730520.14,730520.14
2023-01-06,2023-07-14,189,186,2023-6243,682038.08,614995.82
2023-05-31,2024-03-15,289,186,2023-6431,688148.75,619333.87
2014-03-20,2017-11-08,1329,187,2014/927,2498670.56,26391.06
2014-03-20,2017-11-08,1329,187,2014/927,2498670.56,14552.24
2014-03-20,2017-11-29,1350,187,2014/927,2498670.56,208923.76
2024-02-20,2024-03-07,16,187,2024-6754,1983206.34,1983206.34
2013-08-21,2015-08-16,725,187,2013/866,1335194.29,133519.74
2013-11-05,2015-08-16,649,187,2013/888,1362259.62,136225.83
2016-03-31,2016-06-26,87,187,2016/3009,645557.1,322778.55
2016-03-31,2017-02-20,326,187,2016/3009,645557.1,322778.55
2015-01-18,2015-04-01,73,187,2015/1038,1082436.11,1082436.11
2013-09-30,2015-08-16,685,187,2013/876A,912841.14,91284.33
2014-02-28,2015-08-16,534,187,2014/931,986842.8,98683.8
2014-11-30,2017-11-29,1095,187,2014/1019,668737.65,234058.18
2014-11-30,2015-02-19,81,187,2014/1019,668737.65,267495.06
2014-11-30,2015-07-27,239,187,2014/1019,668737.65,167184.41
2014-01-16,2017-11-08,1392,187,2014/909,491755.74,31877.63
2014-01-16,2017-11-08,1392,187,2014/909,491755.74,17297.94
2014-04-30,2017-11-29,1309,187,2014/945,582733.74,58273.37
2014-04-30,2015-01-18,263,187,2014/945,582733.74,524460.36
2015-06-23,2015-10-05,104,187,2015/2443,274229.3,274229.3
2014-02-28,2015-08-16,534,187,2014/932,347367.85,34737.82
2014-12-30,2015-10-05,279,187,2014/1028,247998.74,247998.74
2014-12-30,2015-10-05,279,187,2014/1027,303854.49,303854.49
2015-02-23,2015-04-26,62,187,2015/1051,117041.7,117041.7
2015-03-23,2015-05-10,48,187,2015/1067,117041.7,117041.7
2015-04-23,2015-06-25,63,187,2015/1086,117041.7,117041.7
2015-05-23,2015-09-06,106,187,2015/2390,117041.7,117041.7
2014-12-23,2015-02-08,47,187,2014/1025,257026.78,257026.78
2015-01-25,2015-04-13,78,187,2015/1040,257026.78,257026.78
2015-01-25,2015-03-15,49,187,2015/1041,259229.73,259229.73
2015-09-23,2015-10-05,12,187,2015/2633,197614.82,11136.37
2015-09-23,2015-10-05,12,187,2015/2633,197614.82,11136.37
2015-09-23,2016-04-19,209,187,2015/2633,197614.82,175342.09
2015-10-22,2016-04-19,180,187,2015/2672,197614.82,197614.82
2014-11-23,2015-01-18,56,187,2014/1015,213303.84,213303.84
2015-05-23,2015-10-25,155,187,2015/2391,204982.27,204982.27
2015-06-23,2015-10-25,124,187,2015/2444,204982.27,204982.27
2015-07-23,2015-10-25,94,187,2015/2505,204982.27,204982.27
2015-08-23,2015-10-25,63,187,2015/2559,204982.27,204982.27
2015-07-23,2015-10-25,94,187,2015/2504,150423.51,150423.51
2015-02-23,2015-05-10,76,187,2015/1052,136371.07,136371.07
2015-03-23,2015-05-24,62,187,2015/1068,136371.07,136371.07
2015-04-23,2015-06-11,49,187,2015/1087,136371.07,136371.07
2015-12-31,2016-02-03,34,187,2015/2801,136371.07,136371.07
2015-08-23,2015-08-23,0,187,2015/2558,237315.64,40836.2
2015-08-23,2016-04-19,240,187,2015/2558,237315.64,196479.44
2015-09-23,2016-04-19,209,187,2015/2632,237315.64,237315.64
2015-10-22,2016-04-19,180,187,2015/2671,117491.09,117491.09
2015-11-29,2016-04-19,142,187,2015/2735,117491.09,117491.09
2015-12-23,2016-04-19,118,187,2015/2795,117491.09,117491.09
2016-01-25,2016-08-16,204,187,2016/2854,117491.09,117491.09
2014-11-23,2015-02-08,77,187,2014/1016,84380.08,84380.08
2014-12-23,2015-02-19,58,187,2014/1026,84380.08,84380.08
2013-08-21,2015-08-16,725,187,2013/866,137708.24,13770.82
2015-02-28,2015-04-02,33,187,2015/1063,105251.33,105251.33
2013-08-21,2015-08-16,725,187,2013/866,134384.24,13438.14
2013-11-05,2015-08-16,649,187,2013/888,92218.69,9221.48
2015-11-30,2016-08-16,260,187,2015/2773,107074.02,107074.02
2013-11-05,2015-08-16,649,187,2013/888,89325.32,8932.99
2013-09-30,2015-08-16,685,187,2013/876A,79581.97,7958.4
2013-09-30,2015-08-16,685,187,2013/876A,92753.54,9275.21
2015-08-30,2017-11-29,822,187,2015/2578,52452.44,52452.44
2016-02-29,2016-08-16,169,187,2016/2919,52452.44,52452.44
2016-02-29,2016-08-16,169,187,2016/2937,52452.44,52452.44
2016-03-30,2016-08-16,139,187,2016/2986,52452.44,52452.44
2016-03-30,2016-08-16,139,187,2016/2989,52452.44,52452.44
2016-04-28,2016-10-19,174,187,2016/3037,52452.44,52452.44
2016-04-28,2016-08-16,110,187,2016/3038,52452.44,52452.44
2016-05-30,2016-11-29,183,187,2016/3074,52452.44,52452.44
2016-06-30,2016-11-29,152,187,2016/3135,52452.44,52452.44
2016-07-31,2016-11-29,121,187,2016/3191,52452.44,52452.44
2016-08-30,2017-09-06,372,187,2016/3233,52452.44,52452.44
2016-09-29,2017-09-06,342,187,2016/3279,52452.44,52452.44
2016-10-30,2017-09-06,311,187,2016/3326,52452.44,52452.44
2016-11-30,2017-09-06,280,187,2016/3406,52452.44,52452.44
2016-12-29,2017-09-06,251,187,2016/3428,52452.44,52452.44
2017-01-31,2017-09-06,218,187,2017/3488,52452.44,52452.44
2013-08-21,2015-08-16,725,187,2013/866,41101.15,4110.44
2013-11-05,2015-08-16,649,187,2013/888,39680.68,3968.7
2013-09-30,2015-08-16,685,187,2013/876A,37805.93,3780.59
2015-08-13,2017-11-29,839,187,2015/2551,15015.46,15015.46
2015-12-14,2017-11-29,716,187,2015/2786,17344.68,17344.68
2022-05-17,2022-05-17,0,188,2022-5898,1566386.56,18042.15
2022-05-17,2022-05-17,0,188,2022-5898,1566386.56,735354.25
2022-05-17,2022-06-20,34,188,2022-5898,1566386.56,812990.16
2022-05-17,2022-05-17,0,188,2022-5898,1566386.56,18042.15
2022-05-17,2022-05-17,0,188,2022-5898,1566386.56,735354.25
2022-05-17,2022-06-20,34,188,2022-5898,1566386.56,812990.16
2022-08-31,2022-10-20,50,188,2022-6031,532080.72,532080.72
2022-02-28,2022-08-01,154,188,2022-5827,722690.89,722690.89
2022-06-30,2022-11-09,132,188,2022-5951,879842.29,879842.29
2022-07-31,2022-10-20,81,188,2022-5977,317172.4,317172.4
2022-05-31,2022-08-01,62,188,2022-5905,689242.03,689242.03
2022-04-30,2022-05-17,17,188,2022-5884,548772.31,548772.31
2022-08-31,2022-10-20,50,188,2022-6031,432824.04,432824.04
2022-02-28,2022-08-01,154,188,2022-5827,231307.62,231307.62
2022-01-31,2022-04-07,66,188,2022-5791,515701.99,515701.99
2022-10-31,2023-03-31,151,188,2022-6118,252678.57,252678.57
2022-11-30,2023-03-31,121,188,2022-6159,302483.44,302483.44
2023-01-31,2023-06-22,142,188,2023-6259,435705.92,435705.92
2022-07-31,2022-11-09,101,188,2022-5984,250570.67,250570.67
2022-03-31,2022-05-17,47,188,2022-5862,435440.69,435440.69
2022-07-31,2022-10-20,81,188,2022-5978,330855.36,330855.36
2022-08-31,2022-10-20,50,188,2022-6012,330855.36,330855.36
2022-09-30,2023-03-23,174,188,2022-6069,330855.36,330855.36
2022-11-30,2023-03-09,99,188,2022-6173,352198.79,352198.79
2023-02-28,2023-06-22,114,188,2023-6313,282798.5,282798.5
2022-03-31,2022-08-01,123,188,2022-5845,235099.46,235099.46
2022-07-31,2022-10-20,81,188,2022-5977,190002.94,190002.94
2022-12-31,2023-03-23,82,188,2022-6224,322315.13,322315.13
2023-01-31,2023-06-22,142,188,2023-6259,146909.18,146909.18
2023-03-31,2023-06-22,83,188,2023-6347,260969.72,260969.72
2022-11-30,2023-03-23,113,188,2022-6158,107933.42,107933.42
2022-06-30,2022-08-22,53,188,2022-5953,210877.85,210877.85
2022-05-31,2022-08-01,62,188,2022-5905,168184.96,168184.96
2023-05-31,2023-07-24,54,188,2023-6418,286517.36,286517.36
2023-06-30,2023-08-08,39,188,2023-6448,286517.36,286517.36
2023-07-31,2023-08-24,24,188,2023-6474,286517.36,286517.35
2023-07-31,2023-08-24,24,188,2023-6474,286517.36,0.01
2022-09-30,2022-12-23,84,188,2022-6092,126651.16,126651.16
2022-10-31,2022-12-23,53,188,2022-6130,126651.16,126651.16
2023-02-28,2023-06-22,114,188,2023-6313,147552.74,147552.74
2022-08-31,2022-12-23,114,188,2022-6047,101948.75,101948.75
2023-04-28,2023-06-22,55,188,2023-6374,234624.5,234624.5
