Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount
2015-11-30,2016-02-09,71,144,2015/2775,74036.45,74036.45
2015-06-30,2015-08-11,42,144,2015/2476,53305.32,29641.71
2015-06-30,2015-10-28,120,144,2015/2476,53305.32,10585.05
2015-06-30,2015-11-17,140,144,2015/2476,53305.32,13078.56
2015-03-31,2015-06-10,71,144,2015/2344,22982.19,22982.19
2015-02-17,2015-02-17,0,144,2015/2300,32940.01,1733.68
2015-02-17,2015-04-01,43,144,2015/2300,32940.01,31206.33
2016-05-29,2016-08-16,79,144,2016/3072,7188.86,7188.86
2015-06-24,2015-08-11,48,144,2015/2446,8159.52,8159.52
2016-02-29,2016-04-24,55,145,2016/2921,35006.7,63.59
2016-02-29,2016-04-24,55,145,2016/2921,35006.7,19527.65
2016-02-29,2016-05-16,77,145,2016/2921,35006.7,15415.45
2016-03-31,2016-05-16,46,145,2016/3008,11012.61,11012.61
2016-01-14,2016-04-24,101,145,2016/2850,14805.58,13.45
2016-01-14,2016-01-18,4,145,2016/2850,14805.58,14792.13
2019-05-30,2019-07-10,41,146,2019-4762,1304041.99,1304041.99
2019-03-07,2019-04-08,32,146,2019-4656,591861.95,591861.95
2019-05-30,2019-06-16,17,146,2019-4764,407975.18,407975.18
2019-06-17,2019-07-22,35,146,2019-4779,365746.19,365746.19
2019-04-28,2019-04-28,0,146,2019-4709,281177.3,281177.3
2019-09-30,2019-11-06,37,146,2019-4903,343502.71,343502.71
2019-02-19,2019-03-06,15,146,2019-4622,277315.77,277315.77
2019-05-30,2019-06-16,17,146,2019-4764,377733.32,168841.69
2019-05-30,2019-06-16,17,146,2019-4764,377733.32,208891.63
2019-06-17,2019-07-22,35,146,2019-4779,377733.32,377733.32
2018-11-29,2019-05-01,153,146,2018/4521,170875.79,170875.79
2019-04-28,2019-04-28,0,146,2019-4709,170875.79,170875.79
2018-11-29,2019-05-01,153,146,2018/4521,293690.46,293690.46
2019-02-19,2019-03-06,15,146,2019-4622,291319.21,291319.21
2018-11-29,2019-05-01,153,146,2018/4521,270775.09,270775.09
2018-09-30,2018-10-30,30,146,2018/4434A,310487.64,310487.64
2018-11-29,2019-01-30,62,146,2018/4513,310487.64,310487.64
2019-02-19,2019-03-06,15,146,2019-4622,310487.64,310487.64
2018-09-30,2018-10-30,30,146,2018/4434A,299141.95,299141.95
2018-11-29,2019-01-30,62,146,2018/4513,299141.95,299141.95
2019-01-31,2019-03-11,39,146,2019-4606,299141.95,299141.95
2018-10-31,2018-12-12,42,146,2018/4487,228418.81,228418.81
2019-05-30,2019-07-10,41,146,2019-4762,228418.81,228418.81
2018-10-31,2018-12-12,42,146,2018/4487,275319.5,275319.5
2019-05-30,2019-06-16,17,146,2019-4764,212370.72,98503.83
2019-05-30,2019-06-16,17,146,2019-4764,212370.72,37754.79
2019-05-30,2019-06-16,17,146,2019-4764,212370.72,76112.09
2019-06-17,2019-07-22,35,146,2019-4779,212370.72,212370.72
2018-08-26,2018-10-30,65,146,2018/4401,83168.49,83168.49
2019-03-17,2019-04-25,39,146,2019-4664,82417.91,82417.91
2019-07-24,2019-08-25,32,146,2019-4823,53091.22,53091.22
2019-05-30,2019-06-16,17,146,2019-4764,42220.4,42220.4
2019-06-17,2019-07-22,35,146,2019-4779,42220.4,42220.4
2018-09-30,2018-10-30,30,146,2018/4434A,63755.24,63755.24
2018-12-30,2019-03-14,74,146,2018/4576,25512.0,25512.0
2019-09-30,2019-11-06,37,146,2019-4903,29925.97,29925.97
2019-03-17,2019-04-25,39,146,2019-4664,22016.04,22016.04
2019-05-30,2019-07-10,41,146,2019-4762,22016.04,22016.04
2019-05-30,2019-07-10,41,146,2019-4762,22016.04,22016.04
2019-05-30,2019-06-16,17,146,2019-4764,17774.53,17774.53
2019-06-17,2019-07-22,35,146,2019-4779,17774.53,17774.53
2017-11-30,2017-12-21,21,147,2017/4005,78507.26,78507.26
2018-01-31,2018-03-22,50,147,2018/4106,68992.39,68992.39
2018-02-28,2018-05-15,76,147,2018/4158,68992.39,68992.39
2018-03-29,2018-09-20,175,147,2018/4211,68992.39,68992.39
2018-01-31,2018-03-22,50,147,2018/4106,105175.91,105175.91
2017-11-30,2017-12-21,21,147,2017/4005,54518.44,54518.44
2018-02-28,2018-05-15,76,147,2018/4158,72717.95,72717.95
2018-03-29,2018-09-20,175,147,2018/4211,72717.95,72717.95
2017-10-03,2017-10-10,7,147,2017/3933,34665.31,34665.31
2017-10-03,2017-10-10,7,147,2017/3933,34665.31,34665.31
2018-01-31,2018-03-22,50,147,2018/4106,79228.94,79228.94
2018-02-28,2018-05-15,76,147,2018/4158,79228.94,79228.94
2018-04-30,2018-09-20,143,147,2018/4255,79228.94,79228.94
2018-01-31,2018-03-22,50,147,2018/4106,60626.22,60626.22
2017-10-03,2017-10-10,7,147,2017/3933,63581.85,63581.85
2017-10-03,2017-10-10,7,147,2017/3933,63581.85,63581.85
2017-10-03,2017-10-10,7,147,2017/3933,26613.89,26613.89
2017-10-03,2017-10-10,7,147,2017/3933,26613.89,26613.89
2019-12-30,2020-01-28,29,147,2019-5010,56695.18,56695.18
2018-01-31,2018-03-22,50,147,2018/4106,29411.15,29411.15
2019-11-28,2019-12-29,31,147,2019-4972,40895.97,40895.97
2018-01-31,2018-03-22,50,147,2018/4106,19109.22,19109.22
2018-02-28,2018-09-20,204,147,2018/4158,31522.03,31522.03
2018-03-29,2018-09-20,175,147,2018/4211,31522.03,31522.03
2019-09-30,2019-10-14,14,147,2019-4917,26436.65,26436.65
2019-10-15,2019-10-27,12,147,2019-4925,26436.65,26436.65
2019-10-30,2019-12-04,35,147,2019-4944,26436.65,26436.65
2017-10-03,2017-10-10,7,147,2017/3933,17425.08,17425.08
2017-10-03,2017-10-10,7,147,2017/3933,17425.08,17425.08
2019-09-30,2019-10-14,14,147,2019-4917,15015.46,15015.46
2019-10-15,2019-10-27,12,147,2019-4925,15015.46,15015.46
2019-10-30,2019-12-04,35,147,2019-4944,15015.46,15015.46
2019-11-28,2019-12-29,31,147,2019-4972,15015.46,15015.46
2019-12-30,2020-01-28,29,147,2019-5010,15015.46,15015.46
2018-02-28,2018-09-20,204,147,2018/4158,10245.68,0.31
2018-02-28,2018-05-15,76,147,2018/4158,10245.68,9068.45
2018-02-28,2018-09-20,204,147,2018/4158,10245.68,1176.92
2017-10-03,2017-10-10,7,147,2017/3933,24965.5,24965.5
2017-10-03,2017-10-10,7,147,2017/3933,24965.5,24965.5
2019-09-30,2019-10-14,14,147,2019-4917,20776.79,20776.79
2018-01-31,2018-03-22,50,147,2018/4106,7845.64,7845.64
2018-02-28,2018-05-15,76,147,2018/4158,18722.47,18722.47
2018-03-29,2018-09-20,175,147,2018/4211,18722.47,18722.47
2019-10-15,2019-10-27,12,147,2019-4925,18722.47,18722.47
2019-10-30,2019-12-04,35,147,2019-4944,18722.47,18722.47
2019-11-28,2019-12-29,31,147,2019-4972,18722.47,18722.47
2019-12-30,2020-01-28,29,147,2019-5010,18722.47,18722.47
2018-02-28,2018-05-15,76,147,2018/4158,5497.8,5497.8
2018-03-29,2018-09-20,175,147,2018/4211,5497.8,5497.8
2018-04-30,2018-09-20,143,147,2018/4255,5497.8,5497.8
2015-01-29,2015-06-16,138,148,2015/2287,52452.44,52452.44
2015-02-17,2015-12-31,317,148,2015/2296,50514.61,50514.61
2015-04-30,2015-05-18,18,149,2015/2362,11559.75,11559.75
2017-02-12,2017-03-23,39,150,2017/3525,257026.78,257026.78
2017-01-31,2017-02-12,12,150,2017/3498,123568.68,123568.68
2017-02-12,2017-03-27,43,150,2017/3526,123568.68,123568.68
2017-01-31,2017-02-12,12,150,2017/3498,76979.34,76979.34
2017-01-22,2017-02-12,21,150,2017/3478,52452.44,52452.44
2017-10-31,2017-12-27,57,150,2017/3968,49609.96,49609.96
2017-01-22,2017-02-12,21,150,2017/3478,32276.48,32276.48
2017-04-30,2017-07-26,87,150,2017/3660,48903.25,48903.25
2017-01-22,2017-02-12,21,150,2017/3478,27885.61,27885.61
2017-04-13,2017-06-08,56,150,2017/3630,27885.61,27885.61
2017-06-29,2017-07-26,27,150,2017/3765,27885.61,27885.61
2017-07-31,2017-10-18,79,150,2017/3839,27885.61,27885.61
2017-08-30,2017-11-12,74,150,2017/3903,16111.23,16111.23
2017-04-13,2017-06-08,56,150,2017/3630,14971.52,14971.52
2017-03-30,2017-05-30,61,150,2017/3616,22207.52,22207.52
2017-03-30,2017-06-08,70,150,2017/3617,22207.52,22207.52
2017-01-31,2017-02-12,12,150,2017/3522,12736.3,12736.3
2017-03-16,2017-04-20,35,150,2017/3573,12736.3,12736.3
2017-05-18,2017-06-28,41,150,2017/3687,12736.3,12736.3
2017-04-13,2017-06-08,56,150,2017/3630,14832.19,14832.19
2017-02-28,2017-04-24,55,150,2017/3562,24900.41,24900.41
2017-02-28,2017-04-20,51,150,2017/3563,24900.41,24900.41
2017-10-31,2017-12-27,57,150,2017/3968,17385.9,17385.9
2017-06-01,2017-07-12,41,150,2017/3730,15213.9,15213.9
2017-01-22,2017-02-12,21,150,2017/3478,5189.78,5189.78
2017-02-12,2017-03-23,39,150,2017/3525,5189.78,5189.78
2017-02-12,2017-03-27,43,150,2017/3526,5189.78,5189.78
2017-03-09,2017-04-24,46,150,2017/3567,5189.78,5189.78
2017-06-29,2017-07-26,27,150,2017/3765,5189.78,5189.78
2014-12-14,2015-03-02,78,151,2014/2237,123568.68,123568.68
2015-01-28,2015-03-02,33,151,2015/2282,105251.33,105251.33
2014-12-14,2015-03-25,101,151,2014/2236,65834.2,65834.2
2015-12-31,2016-03-02,62,151,2015/2847,76979.34,76979.34
2015-01-25,2015-01-25,0,151,2014/2268,53305.32,53305.32
2015-10-29,2015-12-29,61,151,2015/2710,63581.85,63581.85
2015-01-29,2015-02-11,13,151,2015/2269,49609.96,49609.96
2015-09-29,2015-10-22,23,151,2015/2644,48903.25,48903.25
2014-12-31,2015-02-04,35,151,2014/2262,16386.89,16386.89
2015-02-26,2015-03-12,14,151,2015/2311,11559.75,11559.75
2015-03-25,2015-04-07,13,151,2015/2335,11559.75,11559.75
2022-11-30,2023-02-03,65,152,2022-6187,328570.83,327749.41
2022-11-16,2023-01-27,72,152,2022-6152,181870.4,181870.4
2022-09-30,2022-11-07,38,152,2022-6073,254489.93,254489.93
2022-07-31,2022-11-07,99,152,2022-5993,182346.88,181891.01
2023-02-28,2023-07-13,135,152,2023-6306,73792.94,73792.94
2022-08-31,2022-11-07,68,152,2022-6014,123553.5,123553.5
2022-02-23,2022-07-07,134,152,2022-5805,122983.99,116834.8
2022-08-31,2022-11-07,68,152,2022-6013,96596.55,96596.55
2022-02-23,2022-06-22,119,152,2022-5811,46647.44,44315.06
2022-07-31,2022-09-29,60,152,2022-5992,33097.55,33097.55
2023-04-28,2023-09-07,132,152,2023-6395,66547.33,66380.95
2023-03-31,2023-07-10,101,152,2023-6341,40443.59,40443.59
2023-02-28,2023-07-13,135,152,2023-6305,26987.83,26920.37
2023-02-28,2023-07-13,135,152,2023-6306,16437.73,16218.71
2022-11-16,2023-01-27,72,152,2022-6152,41530.29,40496.22
2022-09-30,2022-11-07,38,152,2022-6073,36690.56,35853.55
2022-08-31,2022-11-07,68,152,2022-6014,18350.98,18082.85
2022-08-31,2022-11-07,68,152,2022-6015,18350.98,18305.11
2022-03-09,2022-06-22,105,152,2022-5836,16298.27,15483.35
2022-08-31,2022-11-07,68,152,2022-6013,16479.9,16165.13
2022-06-30,2022-08-08,39,153,2022-5959,51282.74,51282.74
2018-09-30,2018-10-29,29,154,2018/4430,179710.91,179710.91
2018-09-30,2018-10-29,29,154,2018/4430,179710.91,179710.91
2018-11-26,2019-01-22,57,154,2018/4500,40915.4,40915.4
2018-09-11,2018-09-17,6,154,2018/4421,16577.92,16548.45
2018-09-11,2018-09-17,6,154,2018/4421,16577.92,29.47
2018-09-11,2018-09-17,6,154,2018/4421,16577.92,29.47
2018-09-11,2018-09-17,6,154,2018/4421,16577.92,16548.45
2018-10-18,2018-11-26,39,154,2018/4459,16473.16,16473.16
2014-11-30,2015-03-15,105,155,2014/2224,370953.45,370953.45
2015-10-08,2017-12-19,803,155,2015/2667,100030.91,100030.91
2014-06-30,2015-03-15,258,155,2014/2086,128730.55,128730.55
2014-06-30,2015-03-15,258,155,2014/2086,146798.73,146798.73
2015-12-10,2017-12-19,740,155,2015/2784,83602.08,83602.08
2014-12-31,2015-03-15,74,155,2014/2246,132291.62,132291.62
2014-04-30,2015-03-15,319,155,2014/2039,82586.77,82586.77
2015-10-29,2017-12-19,782,155,2015/2711,39334.76,39334.76
2015-09-06,2017-12-19,835,155,2015/2607,22701.77,22701.77
2015-10-29,2017-12-19,782,155,2015/2711,9537.63,9537.63
2014-12-18,2015-03-15,87,155,2014/2241,9370.99,9370.99
2017-05-31,2019-03-31,669,156,2017/3718,37476.5,37476.5
2019-12-09,2020-01-29,51,156,2019-4991,27885.61,27885.61
2017-01-31,2017-01-31,0,156,2017/3506,34945.23,34945.23
2017-03-28,2017-07-18,112,156,2017/3586,34945.23,34945.23
2017-04-30,2019-03-31,700,156,2017/3667,34945.23,34945.23
2017-06-29,2019-03-31,640,156,2017/3771,34945.23,34945.23
2019-12-09,2020-01-29,51,156,2019-4991,34945.23,34945.23
2019-12-09,2020-01-29,51,156,2019-4992,34945.23,34945.23
2016-12-29,2017-07-18,201,156,2016/3454,16473.16,16473.16
2017-01-31,2017-07-18,168,156,2017/3506,16473.16,16473.16
2017-02-28,2017-07-18,140,156,2017/3554,16473.16,16473.16
2017-03-28,2017-07-18,112,156,2017/3586,16473.16,16473.16
2017-04-30,2019-03-31,700,156,2017/3667,16473.16,16473.16
2018-01-31,2018-09-27,239,156,2018/4123,15728.41,15728.41
2023-02-27,2023-03-10,11,157,2023-6287,5497.8,5497.8
2017-11-30,2018-06-03,185,158,2017/4018,1533590.03,1317772.47
2017-11-30,2020-02-17,809,158,2017/4018,1533590.03,215817.56
2017-02-23,2017-09-11,200,158,2017/3532,623813.36,561432.03
2017-02-23,2020-02-17,1089,158,2017/3532,623813.36,62381.34
2016-12-29,2017-02-06,39,158,2016/3440,946719.91,852047.92
2016-12-29,2020-02-17,1145,158,2016/3440,946719.91,94671.99
2017-11-30,2017-12-21,21,158,2017/4018,633662.24,570296.01
2017-11-30,2018-06-03,185,158,2017/4018,633662.24,63366.22
2019-03-13,2019-03-28,15,158,2019-4661,329726.56,329726.56
2018-01-31,2019-03-12,405,158,2018/4116,231013.51,231013.51
2018-03-14,2018-05-15,62,158,2018/4189,303067.17,288635.4
2018-03-14,2018-07-08,116,158,2018/4189,303067.17,14431.77
2016-06-23,2016-08-16,54,158,2016/3126,306476.53,306476.53
2018-12-17,2019-02-20,65,158,2018/4533,382404.74,191202.37
2018-12-17,2019-03-06,79,158,2018/4533,382404.74,191202.37
2016-11-22,2016-11-29,7,158,2016/3372,299807.27,299807.27
2018-04-30,2018-11-20,204,158,2018/4260,117618.82,117618.82
2018-08-26,2018-12-16,112,158,2018/4399,117618.82,117618.82
2018-07-31,2019-03-12,224,158,2018/4382,171181.91,27389.11
2018-07-31,2018-12-12,134,158,2018/4382,171181.91,143792.8
2017-10-31,2017-12-21,51,158,2017/3988,295193.0,265673.7
2017-10-31,2020-02-17,839,158,2017/3988,295193.0,29519.3
2018-02-28,2018-03-14,14,158,2018/4164,142020.18,142020.18
2016-06-23,2016-08-16,54,158,2016/3126,108194.57,75687.02
2016-06-23,2016-11-29,159,158,2016/3126,108194.57,32507.55
2017-11-07,2018-02-01,86,158,2017/3998,200900.31,200900.31
2017-10-10,2017-10-22,12,158,2017/3948,121661.69,109495.52
2017-10-10,2020-02-17,860,158,2017/3948,121661.69,12166.17
2018-07-31,2018-12-12,134,158,2018/4382,85092.3,85092.3
2017-12-31,2018-03-14,73,158,2017/4082,113482.35,113482.35
2019-11-30,2020-02-17,79,158,2019-4985,108206.0,108206.0
2018-02-28,2018-12-16,291,158,2018/4164,140518.13,140518.13
2016-05-30,2016-06-16,17,158,2016/3084,81477.51,81477.51
2019-03-13,2019-03-28,15,158,2019-4662,56922.38,56922.38
2019-09-30,2021-02-23,512,158,2019-4899,56922.38,56922.38
2017-07-13,2017-10-10,89,158,2017/3791,54518.44,49066.59
2017-07-13,2020-02-17,949,158,2017/3791,54518.44,5451.84
2017-07-13,2017-10-10,89,158,2017/3792,54518.44,49066.59
2017-07-13,2020-02-17,949,158,2017/3792,54518.44,5451.84
2018-07-31,2019-03-12,224,158,2018/4382,56098.0,25426.42
2018-07-31,2020-02-17,566,158,2018/4382,56098.0,29211.03
2018-07-31,2020-04-27,636,158,2018/4382,56098.0,1460.55
2018-02-20,2019-03-12,385,158,2018/4143,31610.59,1355.73
2018-02-20,2019-03-12,385,158,2018/4143,31610.59,30254.86
2018-01-31,2018-03-14,42,158,2018/4117,41809.18,41809.18
2018-04-30,2018-11-20,204,158,2018/4260,41809.18,41809.18
2018-08-26,2018-12-16,112,158,2018/4399,41809.18,41809.18
2018-05-31,2018-12-12,195,158,2018/4301,41127.58,41127.58
2018-11-29,2019-03-12,103,158,2018/4524,21507.68,21507.68
2022-01-31,2022-04-07,66,158,2022-5786,22094.68,22094.68
2022-04-30,2022-05-31,31,158,2022-5889,22094.68,22094.68
2022-05-31,2023-06-10,375,158,2022-5920,22094.68,22094.68
2022-05-31,2023-06-10,375,158,2022-5925,22094.68,22094.68
2019-11-30,2020-12-07,373,158,2019-4976,11293.13,11293.13
2019-09-30,2020-04-29,212,159,2019-4897,136960.97,136960.97
2019-07-31,2019-11-10,102,159,2019-4843,66767.22,66767.22
2019-04-09,2019-05-15,36,159,2019-4699,83905.15,83905.15
2022-08-31,2022-10-17,47,160,2022-6050,306226.84,306226.84
2022-04-25,2022-06-22,58,160,2022-5871,144232.79,144232.79
2023-12-29,2024-04-15,108,160,2023-6678,28796.35,28796.35
2016-11-30,2016-12-07,7,161,2016/3391,60959.29,60959.29
2016-09-22,2016-09-28,6,161,2016/3274,39730.58,39730.58
2016-07-31,2016-08-10,10,161,2016/3190,41670.12,41670.12
2024-04-25,2024-05-17,22,162,2024-6818,163856.18,163856.18
2024-04-25,2024-05-17,22,162,2024-6818,12421.14,12421.14
2014-10-31,2015-01-06,67,163,2014/2189,122077.74,122077.74
2016-07-31,2016-09-27,58,163,2016/3199,39435.98,39435.98
2015-12-31,2016-09-27,271,163,2015/2837,44122.62,44122.62
2015-02-28,2015-03-15,15,163,2015/1055,34426.1,5769.4
2015-02-28,2015-04-16,47,163,2015/1055,34426.1,1.78
2015-02-28,2015-04-16,47,163,2015/1055,34426.1,28654.91
2015-02-28,2015-03-15,15,163,2015/1054,29254.67,23072.78
2015-02-28,2015-03-15,15,163,2015/1054,29254.67,6181.89
2016-07-31,2016-09-27,58,163,2016/3199,16470.35,16470.35
2014-11-30,2015-02-22,84,163,2014/2217,21545.0,21545.0
2014-12-31,2015-02-22,53,163,2014/2259,21545.0,21545.0
2015-01-31,2015-03-18,46,163,2015/1044,21545.0,21545.0
2015-03-23,2015-05-11,49,163,2015/1071,12794.5,12794.5
2015-04-23,2015-06-18,56,163,2015/1085,12794.5,12794.5
2015-05-31,2015-08-05,66,163,2015/2413,12794.5,12794.5
2015-06-30,2015-08-26,57,163,2015/2495,12794.5,12794.5
2015-07-30,2015-10-11,73,163,2015/2525,12794.5,12794.5
2015-08-30,2015-10-11,42,163,2015/2587,12794.5,12794.5
2015-09-30,2015-11-22,53,163,2015/2635,12794.5,4937.08
2015-09-30,2016-09-01,337,163,2015/2635,12794.5,7854.97
2015-09-30,2016-09-01,337,163,2015/2635,12794.5,2.45
2015-10-29,2015-12-16,48,163,2015/2702,12794.5,4937.08
2015-10-29,2016-09-01,308,163,2015/2702,12794.5,7857.42
2014-12-30,2015-01-18,19,163,2014/1033,11306.86,562.28
2014-12-30,2015-01-18,19,163,2014/1033,11306.86,10744.58
2015-12-31,2016-09-27,271,163,2015/2837,12093.68,12074.68
2015-12-31,2016-09-27,271,163,2015/2837,12093.68,19.01
2014-11-30,2015-02-19,81,163,2014/2214,5967.15,5967.15
2014-12-31,2015-02-22,53,163,2014/2257,5967.15,5967.15
2015-01-31,2015-03-19,47,163,2015/1042,5967.15,5967.15
2015-11-30,2016-01-24,55,163,2015/2769,5967.15,5967.15
2015-03-23,2015-05-14,52,163,2015/1070,8378.89,8378.89
2015-04-23,2015-06-21,59,163,2015/1084,8378.89,8378.89
2015-05-31,2015-08-05,66,163,2015/2412,8378.89,8378.89
2015-06-30,2015-08-26,57,163,2015/2494,8378.89,8378.89
2015-07-30,2015-10-11,73,163,2015/2524,8378.89,8378.89
2015-08-30,2015-10-22,53,163,2015/2586,8378.89,8378.89
2015-09-30,2015-11-22,53,163,2015/2634,8378.89,8378.89
2015-10-29,2015-12-16,48,163,2015/2701,8378.89,8378.89
2015-12-31,2016-08-10,223,163,2015/2839,8378.89,8378.89
2016-06-29,2018-01-04,554,163,2016/3130,14136.22,14136.22
2017-07-31,2017-08-28,28,164,2017/3845,12736.3,12736.3
2016-02-29,2016-04-20,51,165,2016/2931,371968.77,371968.77
2018-08-30,2019-03-19,201,165,2018/4409,327767.11,327767.11
2018-02-28,2018-05-08,69,165,2018/4165,203071.49,203071.49
2018-12-09,2019-02-28,81,165,2018/4530,122189.22,122189.22
2016-02-29,2016-04-20,51,165,2016/2931,199243.2,199243.2
2018-08-30,2019-03-19,201,165,2018/4409,91211.58,91211.58
2017-09-28,2018-02-14,139,165,2017/3934,129434.47,129434.47
2015-12-31,2016-01-24,24,165,2015/2821,136371.07,136371.07
2018-12-30,2019-03-06,66,165,2018/4569,125629.75,125629.75
2015-12-17,2016-04-17,122,165,2015/2789,123568.68,123568.68
2022-08-31,2022-11-18,79,165,2022-6027,147293.0,147293.0
2022-11-30,2023-03-20,110,165,2022-6181,147293.0,147293.0
2019-03-31,2019-08-07,129,165,2019-4682,168831.95,168831.95
2015-11-26,2016-01-24,59,165,2015/2732,88423.03,88423.03
2017-07-31,2018-02-14,198,165,2017/3814,88423.03,88423.03
2015-09-22,2016-04-17,208,165,2015/2641,106691.43,106691.43
2018-09-30,2019-03-11,162,165,2018/4450,122205.9,122205.9
2018-09-30,2019-03-11,162,165,2018/4450,82417.91,82417.91
2022-07-31,2022-11-18,110,165,2022-5987,78628.46,78628.46
2022-09-30,2023-09-13,348,165,2022-6076,78628.46,78628.46
2016-12-29,2017-02-26,59,165,2016/3447,149557.28,149557.28
2016-03-31,2016-09-14,167,165,2016/2991,103422.28,103422.28
2016-04-28,2016-09-14,139,165,2016/3027,103422.28,14774.61
2016-04-28,2017-03-19,325,165,2016/3027,103422.28,88647.67
2017-07-31,2018-02-14,198,165,2017/3814,103665.41,103665.41
2015-06-30,2015-10-07,99,165,2015/2488,82405.34,82405.34
2022-09-30,2023-01-27,119,165,2022-6077,68992.39,68992.39
2015-08-31,2016-04-17,230,165,2015/2586,56922.38,56922.38
2015-05-31,2015-07-12,42,165,2015/2401,44003.34,44003.34
2017-02-09,2017-03-19,38,165,2017/3518,52760.3,52760.3
2019-06-18,2019-08-07,50,165,2019-4781,106075.73,106075.73
2017-06-29,2017-07-12,13,165,2017/3752,69302.74,69302.74
2015-04-30,2015-05-14,14,165,2015/2369,71073.59,56089.85
2015-04-30,2015-05-25,25,165,2015/2369,71073.59,14983.73
2015-12-31,2016-03-21,81,165,2015/2842,37517.48,37517.48
2016-11-30,2017-02-12,74,165,2016/3380,78538.81,78538.81
2019-04-30,2019-08-07,99,165,2019-4711,79228.94,79228.94
2015-09-14,2015-12-31,108,165,2015/2619,41514.93,3774.08
2015-09-14,2016-01-24,132,165,2015/2619,41514.93,37740.85
2016-01-12,2016-02-03,22,165,2015/2851,69336.75,69336.75
2016-03-17,2016-11-03,231,165,2016/2964,38621.28,38621.28
2016-10-31,2017-02-12,104,165,2016/3352,53677.54,53677.54
2015-05-31,2015-07-12,42,165,2015/2422,46097.79,46097.79
2019-02-28,2019-04-23,54,165,2019-4647,25512.0,25512.0
2015-09-30,2015-11-26,57,165,2015/2626,32276.48,32276.48
2015-10-29,2015-11-26,28,165,2015/2697,32276.48,32276.48
2016-03-16,2016-04-20,35,165,2016/2959,32276.48,32276.48
2016-07-31,2016-09-14,45,165,2016/3207,32276.48,32276.48
2016-10-31,2017-02-12,104,165,2016/3352,33316.25,33316.25
2016-10-31,2017-02-12,104,165,2016/3351,48903.25,48903.25
2019-02-28,2019-04-23,54,165,2019-4647,31578.29,31578.29
2019-07-31,2019-10-21,82,165,2019-4837,34761.38,34761.38
2019-08-29,2019-10-21,53,165,2019-4871,34761.38,34761.38
2019-09-30,2019-10-21,21,165,2019-4909,34761.38,34761.38
2019-10-31,2020-03-01,122,165,2019-4949,34761.38,34761.38
2016-10-31,2017-02-12,104,165,2016/3351,31232.84,31232.84
2017-02-28,2017-05-31,92,165,2017/3546,31232.84,31232.84
2017-03-23,2017-05-31,69,165,2017/3581,31232.84,31232.84
2017-05-31,2017-07-06,36,165,2017/3723,31232.84,31232.84
2016-02-23,2016-09-14,204,165,2016/2909,33058.0,33058.0
2017-03-09,2017-07-10,123,165,2017/3568,30595.34,30595.34
2019-07-31,2019-10-21,82,165,2019-4837,17774.53,17774.53
2019-08-29,2019-10-21,53,165,2019-4871,17774.53,17774.53
2015-11-30,2015-12-16,16,165,2015/2753,20225.4,20225.4
2016-05-31,2016-08-14,75,165,2016/3094,14971.52,14971.52
2016-07-31,2016-09-14,45,165,2016/3207,14971.52,14971.52
2017-02-28,2017-05-31,92,165,2017/3546,16577.92,16577.92
2017-03-23,2017-05-31,69,165,2017/3581,16577.92,16577.92
2019-03-17,2019-04-23,37,165,2019-4660,14451.04,14451.04
2015-06-30,2015-07-12,12,165,2015/2484,11559.75,11559.75
2015-07-30,2015-08-06,7,165,2015/2522,11559.75,11559.75
2015-08-31,2015-09-13,13,165,2015/2595,11559.75,11559.75
2015-09-29,2015-11-22,54,165,2015/2648,11559.75,11559.75
2015-11-30,2015-12-16,16,165,2015/2759,11559.75,11559.75
2016-01-31,2016-03-21,50,165,2016/2887,11559.75,11559.75
2016-02-29,2016-03-21,21,165,2016/2940,11559.75,11559.75
2016-03-30,2016-06-05,67,165,2016/2982,11559.75,11559.75
2016-04-30,2016-06-06,37,165,2016/3055,11559.75,11559.75
2016-05-31,2016-08-14,75,165,2016/3094,11559.75,11559.75
2016-06-30,2016-09-14,76,165,2016/3159,11559.75,11559.75
2016-07-31,2016-09-14,45,165,2016/3207,11559.75,11559.75
2016-08-31,2018-03-19,565,165,2016/3249,11559.75,11559.75
2016-09-30,2018-03-22,538,165,2016/3302,11559.75,11559.75
2016-10-30,2018-03-22,508,165,2016/3334,11559.75,11559.75
2016-06-05,2016-07-28,53,165,2016/3108,18564.74,18564.74
2019-03-31,2019-08-07,129,165,2019-4682,15015.46,15015.46
2023-01-31,2023-06-08,128,165,2023-6271,28174.11,28174.11
2023-12-18,2024-01-09,22,165,2023-6665,13548.41,13548.41
2016-04-28,2017-03-19,325,165,2016/3027,15728.41,15728.41
2016-12-14,2017-03-19,95,165,2016/3418,15728.41,15728.41
2017-02-09,2017-03-19,38,165,2017/3518,15195.34,15195.34
2016-10-27,2017-02-26,122,165,2016/3321,13632.54,13632.54
2016-10-27,2017-02-26,122,165,2016/3321,6601.55,6601.55
2018-03-22,2018-04-30,39,165,2018/4195,9155.03,9155.03
2015-12-17,2016-01-13,27,166,2015/2791,319657.77,319657.77
2016-03-31,2016-04-12,12,166,2016/2992,122189.22,122189.22
2015-11-30,2015-12-17,17,166,2015/2772,127719.41,127719.41
2015-10-27,2015-12-06,40,166,2015/2673,112111.55,112111.55
2016-02-29,2016-04-05,36,166,2016/2929,82417.91,82417.91
